# ------------------------------------[UPDATE]--------------------------------------
# Title: The Block List Project - Ads List
# Expires: 1 day
# Homepage: https://blocklist.site
# Help: https://github.com/blocklistproject/lists/wiki/
# License: https://unlicense.org
# Total number of network filters: 30836
# ------------------------------------[SUPPORT]-------------------------------------
# You can support by:
# - reporting false positives
# - making a donation: https://paypal.me/blocklistproject
# -------------------------------------[INFO]---------------------------------------
#
# Ad list
# ------------------------------------[FILTERS]-------------------------------------
0.0.0.0 ad.doubleclick.net.16221.9090.302br.net
0.0.0.0 ad.doubleclick.net.16224.9090.302br.net
0.0.0.0 ad.doubleclick.net.16239.9090.302br.net
0.0.0.0 ad.doubleclick.net.16242.9090.302br.net
0.0.0.0 ad.doubleclick.net.16260.9091.302br.net
0.0.0.0 ad.doubleclick.net.1633.9015.302br.net
0.0.0.0 ad.doubleclick.net.1648.9015.302br.net
0.0.0.0 ad.doubleclick.net.16500.9093.302br.net
0.0.0.0 ad.doubleclick.net.16503.9093.302br.net
0.0.0.0 ad.doubleclick.net.16506.9093.302br.net
0.0.0.0 ad.doubleclick.net.1651.9015.302br.net
0.0.0.0 ad.doubleclick.net.1654.9015.302br.net
0.0.0.0 ad.doubleclick.net.16577.9003.302br.net
0.0.0.0 ad.doubleclick.net.16580.9003.302br.net
0.0.0.0 ad.doubleclick.net.16583.9003.302br.net
0.0.0.0 ad.doubleclick.net.16652.9099.302br.net
0.0.0.0 ad.doubleclick.net.16655.9099.302br.net
0.0.0.0 ad.doubleclick.net.16658.9099.302br.net
0.0.0.0 ad.doubleclick.net.1669.9015.302br.net
0.0.0.0 ad.doubleclick.net.16760.9100.302br.net
0.0.0.0 ad.doubleclick.net.16763.9100.302br.net
0.0.0.0 ad.doubleclick.net.16766.9100.302br.net
0.0.0.0 ad.doubleclick.net.1693.9015.302br.net
0.0.0.0 ad.doubleclick.net.17125.9083.302br.net
0.0.0.0 ad.doubleclick.net.17128.9083.302br.net
0.0.0.0 ad.doubleclick.net.17129.9083.302br.net
0.0.0.0 ad.doubleclick.net.17131.9083.302br.net
0.0.0.0 ad.doubleclick.net.17134.9083.302br.net
0.0.0.0 ad.doubleclick.net.17137.9083.302br.net
0.0.0.0 ad.doubleclick.net.17138.9083.302br.net
0.0.0.0 ad.doubleclick.net.17140.9083.302br.net
0.0.0.0 ad.doubleclick.net.17141.9083.302br.net
0.0.0.0 ad.doubleclick.net.17143.9083.302br.net
0.0.0.0 ad.doubleclick.net.17144.9083.302br.net
0.0.0.0 ad.doubleclick.net.17146.9083.302br.net
0.0.0.0 ad.doubleclick.net.17147.9083.302br.net
0.0.0.0 ad.doubleclick.net.17149.9083.302br.net
0.0.0.0 ad.doubleclick.net.17152.9083.302br.net
0.0.0.0 ad.doubleclick.net.17153.9083.302br.net
0.0.0.0 ad.doubleclick.net.17155.9083.302br.net
0.0.0.0 ad.doubleclick.net.17216.9104.302br.net
0.0.0.0 ad.doubleclick.net.17219.9076.302br.net
0.0.0.0 ad.doubleclick.net.17220.9076.302br.net
0.0.0.0 ad.doubleclick.net.17222.9076.302br.net
0.0.0.0 ad.doubleclick.net.17223.9076.302br.net
0.0.0.0 ad.doubleclick.net.17225.9076.302br.net
0.0.0.0 ad.doubleclick.net.17228.9076.302br.net
0.0.0.0 ad.doubleclick.net.17229.9076.302br.net
0.0.0.0 ad.doubleclick.net.17231.9076.302br.net
0.0.0.0 ad.doubleclick.net.17234.9076.302br.net
0.0.0.0 ad.doubleclick.net.17235.9076.302br.net
0.0.0.0 ad.doubleclick.net.17237.9077.302br.net
0.0.0.0 ad.doubleclick.net.17240.9077.302br.net
0.0.0.0 ad.doubleclick.net.17241.9077.302br.net
0.0.0.0 ad.doubleclick.net.17243.9077.302br.net
0.0.0.0 ad.doubleclick.net.17244.9077.302br.net
0.0.0.0 ad.doubleclick.net.17246.9077.302br.net
0.0.0.0 ad.doubleclick.net.17247.9077.302br.net
0.0.0.0 ad.doubleclick.net.17249.9077.302br.net
0.0.0.0 ad.doubleclick.net.17250.9077.302br.net
0.0.0.0 ad.doubleclick.net.17252.9077.302br.net
0.0.0.0 ad.doubleclick.net.17253.9077.302br.net
0.0.0.0 ad.doubleclick.net.17255.9078.302br.net
0.0.0.0 ad.doubleclick.net.17261.9078.302br.net
0.0.0.0 ad.doubleclick.net.17264.9078.302br.net
0.0.0.0 ad.doubleclick.net.17273.9079.302br.net
0.0.0.0 ad.doubleclick.net.17276.9079.302br.net
0.0.0.0 ad.doubleclick.net.17279.9079.302br.net
0.0.0.0 ad.doubleclick.net.17282.9079.302br.net
0.0.0.0 ad.doubleclick.net.17283.9079.302br.net
0.0.0.0 ad.doubleclick.net.17285.9079.302br.net
0.0.0.0 ad.doubleclick.net.17291.9080.302br.net
0.0.0.0 ad.doubleclick.net.17303.9080.302br.net
0.0.0.0 ad.doubleclick.net.17306.9080.302br.net
0.0.0.0 ad.doubleclick.net.17309.9081.302br.net
0.0.0.0 ad.doubleclick.net.17315.9081.302br.net
0.0.0.0 ad.doubleclick.net.17316.9081.302br.net
0.0.0.0 ad.doubleclick.net.17318.9081.302br.net
0.0.0.0 ad.doubleclick.net.17321.9081.302br.net
0.0.0.0 ad.doubleclick.net.17322.9081.302br.net
0.0.0.0 ad.doubleclick.net.17324.9081.302br.net
0.0.0.0 ad.doubleclick.net.17325.9081.302br.net
0.0.0.0 ad.doubleclick.net.17333.9084.302br.net
0.0.0.0 ad.doubleclick.net.17339.9084.302br.net
0.0.0.0 ad.doubleclick.net.17342.9084.302br.net
0.0.0.0 ad.doubleclick.net.17381.9085.302br.net
0.0.0.0 ad.doubleclick.net.17382.9085.302br.net
0.0.0.0 ad.doubleclick.net.17384.9085.302br.net
0.0.0.0 ad.doubleclick.net.17385.9085.302br.net
0.0.0.0 ad.doubleclick.net.17387.9085.302br.net
0.0.0.0 ad.doubleclick.net.17388.9085.302br.net
0.0.0.0 ad.doubleclick.net.17390.9085.302br.net
0.0.0.0 ad.doubleclick.net.17391.9085.302br.net
0.0.0.0 ad.doubleclick.net.17393.9085.302br.net
0.0.0.0 ad.doubleclick.net.17394.9085.302br.net
0.0.0.0 ad.doubleclick.net.17396.9085.302br.net
0.0.0.0 ad.doubleclick.net.17397.9085.302br.net
0.0.0.0 ad.doubleclick.net.17407.9086.302br.net
0.0.0.0 ad.doubleclick.net.17408.9086.302br.net
0.0.0.0 ad.doubleclick.net.17409.9086.302br.net
0.0.0.0 ad.doubleclick.net.17410.9086.302br.net
0.0.0.0 ad.doubleclick.net.17411.9086.302br.net
0.0.0.0 ad.doubleclick.net.17412.9086.302br.net
0.0.0.0 ad.doubleclick.net.17414.9086.302br.net
0.0.0.0 ad.doubleclick.net.17415.9086.302br.net
0.0.0.0 ad.doubleclick.net.17417.9086.302br.net
0.0.0.0 ad.doubleclick.net.17418.9086.302br.net
0.0.0.0 ad.doubleclick.net.17420.9086.302br.net
0.0.0.0 ad.doubleclick.net.17421.9086.302br.net
0.0.0.0 ad.doubleclick.net.17423.9086.302br.net
0.0.0.0 ad.doubleclick.net.17424.9086.302br.net
0.0.0.0 ad.doubleclick.net.17426.9087.302br.net
0.0.0.0 ad.doubleclick.net.17427.9087.302br.net
0.0.0.0 ad.doubleclick.net.17429.9034.302br.net
0.0.0.0 ad.doubleclick.net.17429.9087.302br.net
0.0.0.0 ad.doubleclick.net.17430.9087.302br.net
0.0.0.0 ad.doubleclick.net.17432.9034.302br.net
0.0.0.0 ad.doubleclick.net.17432.9087.302br.net
0.0.0.0 ad.doubleclick.net.17433.9087.302br.net
0.0.0.0 ad.doubleclick.net.17444.9053.302br.net
0.0.0.0 ad.doubleclick.net.17445.9053.302br.net
0.0.0.0 ad.doubleclick.net.17447.9053.302br.net
0.0.0.0 ad.doubleclick.net.17448.9053.302br.net
0.0.0.0 ad.doubleclick.net.17450.9053.302br.net
0.0.0.0 ad.doubleclick.net.17486.9105.302br.net
0.0.0.0 ad.doubleclick.net.17495.9105.302br.net
0.0.0.0 ad.doubleclick.net.17498.9105.302br.net
0.0.0.0 ad.doubleclick.net.1750.9017.302br.net
0.0.0.0 ad.doubleclick.net.17501.9105.302br.net
0.0.0.0 ad.doubleclick.net.17507.9105.302br.net
0.0.0.0 ad.doubleclick.net.17510.9105.302br.net
0.0.0.0 ad.doubleclick.net.17513.9105.302br.net
0.0.0.0 ad.doubleclick.net.17519.9105.302br.net
0.0.0.0 ad.doubleclick.net.17522.9105.302br.net
0.0.0.0 ad.doubleclick.net.17583.9109.302br.net
0.0.0.0 ad.doubleclick.net.17584.9109.302br.net
0.0.0.0 ad.doubleclick.net.17585.9109.302br.net
0.0.0.0 ad.doubleclick.net.17590.9109.302br.net
0.0.0.0 ad.doubleclick.net.17593.9109.302br.net
0.0.0.0 ad.doubleclick.net.17600.9110.302br.net
0.0.0.0 ad.doubleclick.net.17606.9110.302br.net
0.0.0.0 ad.doubleclick.net.17612.9110.302br.net
0.0.0.0 ad.doubleclick.net.17615.9110.302br.net
0.0.0.0 ad.doubleclick.net.17618.9110.302br.net
0.0.0.0 ad.doubleclick.net.17621.9110.302br.net
0.0.0.0 ad.doubleclick.net.17624.9110.302br.net
0.0.0.0 ad.doubleclick.net.17627.9111.302br.net
0.0.0.0 ad.doubleclick.net.17630.9111.302br.net
0.0.0.0 ad.doubleclick.net.17633.9111.302br.net
0.0.0.0 ad.doubleclick.net.17636.9111.302br.net
0.0.0.0 ad.doubleclick.net.17647.9112.302br.net
0.0.0.0 ad.doubleclick.net.17648.9112.302br.net
0.0.0.0 ad.doubleclick.net.17649.9112.302br.net
0.0.0.0 ad.doubleclick.net.17650.9112.302br.net
0.0.0.0 ad.doubleclick.net.17651.9112.302br.net
0.0.0.0 ad.doubleclick.net.17652.9112.302br.net
0.0.0.0 ad.doubleclick.net.17653.9112.302br.net
0.0.0.0 ad.doubleclick.net.17654.9112.302br.net
0.0.0.0 ad.doubleclick.net.17655.9112.302br.net
0.0.0.0 ad.doubleclick.net.17660.9111.302br.net
0.0.0.0 ad.doubleclick.net.17663.9111.302br.net
0.0.0.0 ad.doubleclick.net.17666.9111.302br.net
0.0.0.0 ad.doubleclick.net.17675.9110.302br.net
0.0.0.0 ad.doubleclick.net.17678.9110.302br.net
0.0.0.0 ad.doubleclick.net.17681.9110.302br.net
0.0.0.0 ad.doubleclick.net.17684.9110.302br.net
0.0.0.0 ad.doubleclick.net.17687.9110.302br.net
0.0.0.0 ad.doubleclick.net.17690.9110.302br.net
0.0.0.0 ad.doubleclick.net.17693.9110.302br.net
0.0.0.0 ad.doubleclick.net.17696.9110.302br.net
0.0.0.0 ad.doubleclick.net.17699.9110.302br.net
0.0.0.0 ad.doubleclick.net.17702.9083.302br.net
0.0.0.0 ad.doubleclick.net.17705.9083.302br.net
0.0.0.0 ad.doubleclick.net.17707.9083.302br.net
0.0.0.0 ad.doubleclick.net.17708.9083.302br.net
0.0.0.0 ad.doubleclick.net.17710.9085.302br.net
0.0.0.0 ad.doubleclick.net.17711.9085.302br.net
0.0.0.0 ad.doubleclick.net.17712.9085.302br.net
0.0.0.0 ad.doubleclick.net.17714.9085.302br.net
0.0.0.0 ad.doubleclick.net.17715.9085.302br.net
0.0.0.0 ad.doubleclick.net.17717.9085.302br.net
0.0.0.0 ad.doubleclick.net.17718.9085.302br.net
0.0.0.0 ad.doubleclick.net.17720.9085.302br.net
0.0.0.0 ad.doubleclick.net.17723.9085.302br.net
0.0.0.0 ad.doubleclick.net.17724.9085.302br.net
0.0.0.0 ad.doubleclick.net.17726.9085.302br.net
0.0.0.0 ad.doubleclick.net.17727.9085.302br.net
0.0.0.0 ad.doubleclick.net.18013.9076.302br.net
0.0.0.0 ad.doubleclick.net.18022.9077.302br.net
0.0.0.0 ad.doubleclick.net.18029.9078.302br.net
0.0.0.0 ad.doubleclick.net.18061.9081.302br.net
0.0.0.0 ad.doubleclick.net.18073.9082.302br.net
0.0.0.0 ad.doubleclick.net.18089.9084.302br.net
0.0.0.0 ad.doubleclick.net.18097.9085.302br.net
0.0.0.0 ad.doubleclick.net.18104.9086.302br.net
0.0.0.0 ad.doubleclick.net.18117.9087.302br.net
0.0.0.0 ad.doubleclick.net.18133.9077.302br.net
0.0.0.0 ad.doubleclick.net.18134.9077.302br.net
0.0.0.0 ad.doubleclick.net.18135.9077.302br.net
0.0.0.0 ad.doubleclick.net.18137.9077.302br.net
0.0.0.0 ad.doubleclick.net.18138.9077.302br.net
0.0.0.0 ad.doubleclick.net.18140.9077.302br.net
0.0.0.0 ad.doubleclick.net.18161.9077.302br.net
0.0.0.0 ad.doubleclick.net.18162.9077.302br.net
0.0.0.0 ad.doubleclick.net.18164.9077.302br.net
0.0.0.0 ad.doubleclick.net.18165.9077.302br.net
0.0.0.0 ad.doubleclick.net.18167.9077.302br.net
0.0.0.0 ad.doubleclick.net.18168.9077.302br.net
0.0.0.0 ad.doubleclick.net.18169.9077.302br.net
0.0.0.0 ad.doubleclick.net.18170.9077.302br.net
0.0.0.0 ad.doubleclick.net.18171.9077.302br.net
0.0.0.0 ad.doubleclick.net.18172.9077.302br.net
0.0.0.0 ad.doubleclick.net.18173.9077.302br.net
0.0.0.0 ad.doubleclick.net.18174.9077.302br.net
0.0.0.0 ad.doubleclick.net.18203.9078.302br.net
0.0.0.0 ad.doubleclick.net.18204.9078.302br.net
0.0.0.0 ad.doubleclick.net.18209.9078.302br.net
0.0.0.0 ad.doubleclick.net.18210.9078.302br.net
0.0.0.0 ad.doubleclick.net.18212.9079.302br.net
0.0.0.0 ad.doubleclick.net.18213.9079.302br.net
0.0.0.0 ad.doubleclick.net.18215.9079.302br.net
0.0.0.0 ad.doubleclick.net.18216.9079.302br.net
0.0.0.0 ad.doubleclick.net.18218.9079.302br.net
0.0.0.0 ad.doubleclick.net.18221.9079.302br.net
0.0.0.0 ad.doubleclick.net.18230.9079.302br.net
0.0.0.0 ad.doubleclick.net.18231.9079.302br.net
0.0.0.0 ad.doubleclick.net.18248.9081.302br.net
0.0.0.0 ad.doubleclick.net.18249.9081.302br.net
0.0.0.0 ad.doubleclick.net.18254.9081.302br.net
0.0.0.0 ad.doubleclick.net.18255.9081.302br.net
0.0.0.0 ad.doubleclick.net.18257.9081.302br.net
0.0.0.0 ad.doubleclick.net.18258.9081.302br.net
0.0.0.0 ad.doubleclick.net.18263.9081.302br.net
0.0.0.0 ad.doubleclick.net.18264.9081.302br.net
0.0.0.0 ad.doubleclick.net.18272.9082.302br.net
0.0.0.0 ad.doubleclick.net.18274.9083.302br.net
0.0.0.0 ad.doubleclick.net.18275.9083.302br.net
0.0.0.0 ad.doubleclick.net.18276.9083.302br.net
0.0.0.0 ad.doubleclick.net.18278.9083.302br.net
0.0.0.0 ad.doubleclick.net.18279.9083.302br.net
0.0.0.0 ad.doubleclick.net.18281.9083.302br.net
0.0.0.0 ad.doubleclick.net.18282.9083.302br.net
0.0.0.0 ad.doubleclick.net.18284.9085.302br.net
0.0.0.0 ad.doubleclick.net.18285.9085.302br.net
0.0.0.0 ad.doubleclick.net.18287.9085.302br.net
0.0.0.0 ad.doubleclick.net.18288.9085.302br.net
0.0.0.0 ad.doubleclick.net.18290.9085.302br.net
0.0.0.0 ad.doubleclick.net.18291.9085.302br.net
0.0.0.0 ad.doubleclick.net.18293.9085.302br.net
0.0.0.0 ad.doubleclick.net.18294.9085.302br.net
0.0.0.0 ad.doubleclick.net.18295.9086.302br.net
0.0.0.0 ad.doubleclick.net.18296.9086.302br.net
0.0.0.0 ad.doubleclick.net.18297.9086.302br.net
0.0.0.0 ad.doubleclick.net.18298.9086.302br.net
0.0.0.0 ad.doubleclick.net.18299.9086.302br.net
0.0.0.0 ad.doubleclick.net.18300.9086.302br.net
0.0.0.0 ad.doubleclick.net.18301.9086.302br.net
0.0.0.0 ad.doubleclick.net.18302.9086.302br.net
0.0.0.0 ad.doubleclick.net.18303.9086.302br.net
0.0.0.0 ad.doubleclick.net.18308.9087.302br.net
0.0.0.0 ad.doubleclick.net.18309.9087.302br.net
0.0.0.0 ad.doubleclick.net.18311.9087.302br.net
0.0.0.0 ad.doubleclick.net.18314.9087.302br.net
0.0.0.0 ad.doubleclick.net.18317.9087.302br.net
0.0.0.0 ad.doubleclick.net.18318.9087.302br.net
0.0.0.0 ad.doubleclick.net.18320.9087.302br.net
0.0.0.0 ad.doubleclick.net.18321.9087.302br.net
0.0.0.0 ad.doubleclick.net.18323.9087.302br.net
0.0.0.0 ad.doubleclick.net.18324.9087.302br.net
0.0.0.0 ad.doubleclick.net.18326.9087.302br.net
0.0.0.0 ad.doubleclick.net.18329.9087.302br.net
0.0.0.0 ad.doubleclick.net.18332.9087.302br.net
0.0.0.0 ad.doubleclick.net.18335.9087.302br.net
0.0.0.0 ad.doubleclick.net.18338.9087.302br.net
0.0.0.0 ad.doubleclick.net.18341.9084.302br.net
0.0.0.0 ad.doubleclick.net.18342.9084.302br.net
0.0.0.0 ad.doubleclick.net.18344.9084.302br.net
0.0.0.0 ad.doubleclick.net.18345.9084.302br.net
0.0.0.0 ad.doubleclick.net.18359.9076.302br.net
0.0.0.0 ad.doubleclick.net.18362.9076.302br.net
0.0.0.0 ad.doubleclick.net.18365.9076.302br.net
0.0.0.0 ad.doubleclick.net.18369.9077.302br.net
0.0.0.0 ad.doubleclick.net.18370.9077.302br.net
0.0.0.0 ad.doubleclick.net.18372.9077.302br.net
0.0.0.0 ad.doubleclick.net.18373.9077.302br.net
0.0.0.0 ad.doubleclick.net.18376.9077.302br.net
0.0.0.0 ad.doubleclick.net.18377.9077.302br.net
0.0.0.0 ad.doubleclick.net.18422.9082.302br.net
0.0.0.0 ad.doubleclick.net.18423.9082.302br.net
0.0.0.0 ad.doubleclick.net.18425.9082.302br.net
0.0.0.0 ad.doubleclick.net.18426.9082.302br.net
0.0.0.0 ad.doubleclick.net.18428.9082.302br.net
0.0.0.0 ad.doubleclick.net.18429.9082.302br.net
0.0.0.0 ad.doubleclick.net.18449.9085.302br.net
0.0.0.0 ad.doubleclick.net.18450.9085.302br.net
0.0.0.0 ad.doubleclick.net.18453.9085.302br.net
0.0.0.0 ad.doubleclick.net.18456.9085.302br.net
0.0.0.0 ad.doubleclick.net.18459.9086.302br.net
0.0.0.0 ad.doubleclick.net.18460.9086.302br.net
0.0.0.0 ad.doubleclick.net.18462.9086.302br.net
0.0.0.0 ad.doubleclick.net.18463.9086.302br.net
0.0.0.0 ad.doubleclick.net.18465.9086.302br.net
0.0.0.0 ad.doubleclick.net.18466.9086.302br.net
0.0.0.0 ad.doubleclick.net.185.6100.302br.net
0.0.0.0 ad.doubleclick.net.186.6100.302br.net
0.0.0.0 ad.doubleclick.net.18697.9076.302br.net
0.0.0.0 ad.doubleclick.net.18700.9076.302br.net
0.0.0.0 ad.doubleclick.net.18703.9076.302br.net
0.0.0.0 ad.doubleclick.net.18704.9076.302br.net
0.0.0.0 ad.doubleclick.net.18706.9076.302br.net
0.0.0.0 ad.doubleclick.net.18707.9076.302br.net
0.0.0.0 ad.doubleclick.net.18709.9077.302br.net
0.0.0.0 ad.doubleclick.net.18710.9077.302br.net
0.0.0.0 ad.doubleclick.net.18711.9077.302br.net
0.0.0.0 ad.doubleclick.net.18712.9077.302br.net
0.0.0.0 ad.doubleclick.net.18713.9077.302br.net
0.0.0.0 ad.doubleclick.net.18714.9078.302br.net
0.0.0.0 ad.doubleclick.net.18715.9078.302br.net
0.0.0.0 ad.doubleclick.net.18716.9078.302br.net
0.0.0.0 ad.doubleclick.net.18721.9078.302br.net
0.0.0.0 ad.doubleclick.net.18724.9078.302br.net
0.0.0.0 ad.doubleclick.net.18725.9078.302br.net
0.0.0.0 ad.doubleclick.net.18727.9081.302br.net
0.0.0.0 ad.doubleclick.net.18728.9081.302br.net
0.0.0.0 ad.doubleclick.net.18730.9081.302br.net
0.0.0.0 ad.doubleclick.net.18731.9081.302br.net
0.0.0.0 ad.doubleclick.net.18732.9082.302br.net
0.0.0.0 ad.doubleclick.net.18734.9082.302br.net
0.0.0.0 ad.doubleclick.net.18735.9082.302br.net
0.0.0.0 ad.doubleclick.net.18737.9082.302br.net
0.0.0.0 ad.doubleclick.net.18754.9085.302br.net
0.0.0.0 ad.doubleclick.net.18757.9085.302br.net
0.0.0.0 ad.doubleclick.net.18758.9085.302br.net
0.0.0.0 ad.doubleclick.net.18760.9085.302br.net
0.0.0.0 ad.doubleclick.net.18761.9085.302br.net
0.0.0.0 ad.doubleclick.net.18763.9085.302br.net
0.0.0.0 ad.doubleclick.net.18764.9085.302br.net
0.0.0.0 ad.doubleclick.net.18769.9086.302br.net
0.0.0.0 ad.doubleclick.net.18770.9086.302br.net
0.0.0.0 ad.doubleclick.net.18772.9086.302br.net
0.0.0.0 ad.doubleclick.net.18773.9086.302br.net
0.0.0.0 ad.doubleclick.net.18775.9086.302br.net
0.0.0.0 ad.doubleclick.net.18776.9086.302br.net
0.0.0.0 ad.doubleclick.net.18777.9086.302br.net
0.0.0.0 ad.doubleclick.net.18778.9086.302br.net
0.0.0.0 ad.doubleclick.net.18779.9086.302br.net
0.0.0.0 ad.doubleclick.net.18781.9086.302br.net
0.0.0.0 ad.doubleclick.net.18782.9086.302br.net
0.0.0.0 ad.doubleclick.net.18783.9086.302br.net
0.0.0.0 ad.doubleclick.net.18784.9086.302br.net
0.0.0.0 ad.doubleclick.net.18785.9086.302br.net
0.0.0.0 ad.doubleclick.net.18790.9086.302br.net
0.0.0.0 ad.doubleclick.net.18791.9086.302br.net
0.0.0.0 ad.doubleclick.net.18796.9087.302br.net
0.0.0.0 ad.doubleclick.net.18797.9087.302br.net
0.0.0.0 ad.doubleclick.net.18799.9087.302br.net
0.0.0.0 ad.doubleclick.net.188.6100.302br.net
0.0.0.0 ad.doubleclick.net.18800.9087.302br.net
0.0.0.0 ad.doubleclick.net.18802.9087.302br.net
0.0.0.0 ad.doubleclick.net.18803.9087.302br.net
0.0.0.0 ad.doubleclick.net.19076.9076.302br.net
0.0.0.0 ad.doubleclick.net.19079.9076.302br.net
0.0.0.0 ad.doubleclick.net.19081.9076.302br.net
0.0.0.0 ad.doubleclick.net.19085.9076.302br.net
0.0.0.0 ad.doubleclick.net.19102.9081.302br.net
0.0.0.0 ad.doubleclick.net.19106.9081.302br.net
0.0.0.0 ad.doubleclick.net.19109.9081.302br.net
0.0.0.0 ad.doubleclick.net.19112.9082.302br.net
0.0.0.0 ad.doubleclick.net.19114.9082.302br.net
0.0.0.0 ad.doubleclick.net.19115.9082.302br.net
0.0.0.0 ad.doubleclick.net.19117.9082.302br.net
0.0.0.0 ad.doubleclick.net.19118.9082.302br.net
0.0.0.0 ad.doubleclick.net.19133.9083.302br.net
0.0.0.0 ad.doubleclick.net.19150.9083.302br.net
0.0.0.0 ad.doubleclick.net.19157.9085.302br.net
0.0.0.0 ad.doubleclick.net.19160.9085.302br.net
0.0.0.0 ad.doubleclick.net.19163.9085.302br.net
0.0.0.0 ad.doubleclick.net.19166.9085.302br.net
0.0.0.0 ad.doubleclick.net.19168.9086.302br.net
0.0.0.0 ad.doubleclick.net.19169.9086.302br.net
0.0.0.0 ad.doubleclick.net.19174.9086.302br.net
0.0.0.0 ad.doubleclick.net.19175.9086.302br.net
0.0.0.0 ad.doubleclick.net.19177.9086.302br.net
0.0.0.0 ad.doubleclick.net.19178.9086.302br.net
0.0.0.0 ad.doubleclick.net.19179.9115.302br.net
0.0.0.0 ad.doubleclick.net.19182.9115.302br.net
0.0.0.0 ad.doubleclick.net.19185.9115.302br.net
0.0.0.0 ad.doubleclick.net.19188.9115.302br.net
0.0.0.0 ad.doubleclick.net.19191.9115.302br.net
0.0.0.0 ad.doubleclick.net.19194.9115.302br.net
0.0.0.0 ad.doubleclick.net.19207.9116.302br.net
0.0.0.0 ad.doubleclick.net.19390.9118.302br.net
0.0.0.0 ad.doubleclick.net.19392.9118.302br.net
0.0.0.0 ad.doubleclick.net.19394.9118.302br.net
0.0.0.0 ad.doubleclick.net.19396.9118.302br.net
0.0.0.0 ad.doubleclick.net.19398.9118.302br.net
0.0.0.0 ad.doubleclick.net.19400.9118.302br.net
0.0.0.0 ad.doubleclick.net.19402.9118.302br.net
0.0.0.0 ad.doubleclick.net.19404.9118.302br.net
0.0.0.0 ad.doubleclick.net.19406.9118.302br.net
0.0.0.0 ad.doubleclick.net.19408.9118.302br.net
0.0.0.0 ad.doubleclick.net.19410.9118.302br.net
0.0.0.0 ad.doubleclick.net.19412.9118.302br.net
0.0.0.0 ad.doubleclick.net.19414.9118.302br.net
0.0.0.0 ad.doubleclick.net.19416.9118.302br.net
0.0.0.0 ad.doubleclick.net.19418.9118.302br.net
0.0.0.0 ad.doubleclick.net.19420.9118.302br.net
0.0.0.0 ad.doubleclick.net.19422.9118.302br.net
0.0.0.0 ad.doubleclick.net.19424.9118.302br.net
0.0.0.0 ad.doubleclick.net.19426.9118.302br.net
0.0.0.0 ad.doubleclick.net.19428.9118.302br.net
0.0.0.0 ad.doubleclick.net.19430.9118.302br.net
0.0.0.0 ad.doubleclick.net.21261.9124.302br.net
0.0.0.0 ad.doubleclick.net.21262.9124.302br.net
0.0.0.0 ad.doubleclick.net.21268.9112.302br.net
0.0.0.0 ad.doubleclick.net.21271.9112.302br.net
0.0.0.0 ad.doubleclick.net.21274.9112.302br.net
0.0.0.0 ad.doubleclick.net.21296.9117.302br.net
0.0.0.0 ad.doubleclick.net.21371.9075.302br.net
0.0.0.0 ad.doubleclick.net.21373.9075.302br.net
0.0.0.0 ad.doubleclick.net.21376.9075.302br.net
0.0.0.0 ad.doubleclick.net.21379.9075.302br.net
0.0.0.0 ad.doubleclick.net.21380.9075.302br.net
0.0.0.0 ad.doubleclick.net.21382.9075.302br.net
0.0.0.0 ad.doubleclick.net.21383.9075.302br.net
0.0.0.0 ad.doubleclick.net.21385.9075.302br.net
0.0.0.0 ad.doubleclick.net.21388.9075.302br.net
0.0.0.0 ad.doubleclick.net.21391.9075.302br.net
0.0.0.0 ad.doubleclick.net.21392.9075.302br.net
0.0.0.0 ad.doubleclick.net.21394.9075.302br.net
0.0.0.0 ad.doubleclick.net.21398.9075.302br.net
0.0.0.0 ad.doubleclick.net.21400.9075.302br.net
0.0.0.0 ad.doubleclick.net.21401.9075.302br.net
0.0.0.0 ad.doubleclick.net.21403.9075.302br.net
0.0.0.0 ad.doubleclick.net.21406.9075.302br.net
0.0.0.0 ad.doubleclick.net.21409.9075.302br.net
0.0.0.0 ad.doubleclick.net.21410.9075.302br.net
0.0.0.0 ad.doubleclick.net.21412.9075.302br.net
0.0.0.0 ad.doubleclick.net.21413.9075.302br.net
0.0.0.0 ad.doubleclick.net.21415.9075.302br.net
0.0.0.0 ad.doubleclick.net.21418.9075.302br.net
0.0.0.0 ad.doubleclick.net.21419.9075.302br.net
0.0.0.0 ad.doubleclick.net.21421.9075.302br.net
0.0.0.0 ad.doubleclick.net.21427.9075.302br.net
0.0.0.0 ad.doubleclick.net.21430.9075.302br.net
0.0.0.0 ad.doubleclick.net.21433.9075.302br.net
0.0.0.0 ad.doubleclick.net.21436.9075.302br.net
0.0.0.0 ad.doubleclick.net.21439.9075.302br.net
0.0.0.0 ad.doubleclick.net.21440.9075.302br.net
0.0.0.0 ad.doubleclick.net.21442.9075.302br.net
0.0.0.0 ad.doubleclick.net.21445.9075.302br.net
0.0.0.0 ad.doubleclick.net.21448.9075.302br.net
0.0.0.0 ad.doubleclick.net.21451.9075.302br.net
0.0.0.0 ad.doubleclick.net.21452.9075.302br.net
0.0.0.0 ad.doubleclick.net.21454.9075.302br.net
0.0.0.0 ad.doubleclick.net.21455.9075.302br.net
0.0.0.0 ad.doubleclick.net.21457.9075.302br.net
0.0.0.0 ad.doubleclick.net.21458.9075.302br.net
0.0.0.0 ad.doubleclick.net.21460.9075.302br.net
